-9.321841226841218742e-01,-1.015109300938650705e+00
9.478186973675516436e-01,-9.060394071086441681e-01
-9.815672437587139587e-01,-9.236344679025639826e-01
-9.699396193159728341e-01,1.082264141359160936e+00
-1.060129195094532406e+00,-9.573092105072209534e-01
9.414862305276862076e-01,9.988565313218888964e-01
-9.847961675490095601e-01,-9.870293078383843843e-01
-1.014050926536091746e+00,1.077219255230217776e+00
-9.011868377364402605e-01,-1.046909993396278882e+00
-1.037392072390149966e+00,-1.075463555132041948e+00
-9.811816438750023961e-01,9.458788438276426458e-01
-9.889014102840734122e-01,-9.383564436427889177e-01
9.998030960931815203e-01,-1.095848163078788851e+00
-1.050760044958199746e+00,1.089305958870301572e+00
-9.008913648768809290e-01,-9.113193613881718225e-01
9.447203831158158538e-01,9.928912163107542765e-01
1.064930087142309967e+00,9.499487054227843119e-01
1.027309236265116388e+00,-9.161482960233814365e-01
9.903555148470114533e-01,-1.097285785035480243e+00
9.205773993179536818e-01,-9.208542218526997170e-01
1.041701723456066375e+00,-1.077191962426760519e+00
-9.006622571779108188e-01,-1.039764123011736485e+00
-9.653640825428971839e-01,-1.054000815907521371e+00
-1.007333592152927837e+00,-9.672155003251809990e-01
-1.085756326131999350e+00,-9.216838769817751187e-01
1.065095617116726290e+00,-1.005192420536721087e+00
-9.232205313045375172e-01,-9.440775442121844829e-01
-9.757842962645262297e-01,1.034738035628161690e+00
-9.171473495944146848e-01,-1.033131069844227312e+00
-1.003995756250790405e+00,-9.065605574270849676e-01
-9.057378969963058024e-01,1.027539168088665411e+00
9.411860796949971242e-01,-1.083747465329647941e+00
-9.611317338395657384e-01,9.098998290501547626e-01
1.002957676588232871e+00,9.177299848501001556e-01
-1.084127374754791928e+00,-9.782823188476452714e-01
-1.075735928206642988e+00,-1.061822197893944608e+00
-1.036267687558816819e+00,-9.333518530918447631e-01
-9.106397816443828619e-01,9.787740499077720591e-01
9.307088238422813742e-01,1.070991855126894210e+00
1.094016210224483476e+00,-9.657999804402811472e-01
1.000782993909112184e+00,9.467817539233996937e-01
1.061078730001903780e+00,1.001384408881002663e+00
-1.052483776866971255e+00,1.063958680901280651e+00
9.581053825706443705e-01,-1.026261515205432184e+00
-1.023854666756028209e+00,9.688989236298101160e-01
9.530752070604773252e-01,-1.018988765461950941e+00
1.007077010857467814e+00,-1.092946156906050126e+00
-1.026152015197474343e+00,1.034948633646202598e+00
-1.070620507792501952e+00,1.041533687786587281e+00
-1.083342199994254296e+00,9.316586845011317619e-01
-1.008720969284445657e+00,-1.039662025007712653e+00
1.044621692426567883e+00,9.203990351689532723e-01
-9.329834210399876593e-01,-9.271727605642321457e-01
-9.571055336440195127e-01,9.536612155214058140e-01
-9.674390931057880172e-01,-9.527621857891167556e-01
9.168107559407434604e-01,9.093843382812878406e-01
-9.702794753071113387e-01,9.744094436544309401e-01
9.401012752660536931e-01,-9.899762944692120925e-01
1.069533490980794532e+00,9.664771950415402824e-01
-1.029301742547767962e+00,-1.038052550190667223e+00
1.077030386482106916e+00,-1.037103202983349570e+00
1.019735745715070641e+00,-1.080606814585851616e+00
9.039088384205025140e-01,-1.070601280338280725e+00
-1.052093398948348968e+00,9.992976684500873841e-01
1.055363108096033287e+00,-9.976953991648244147e-01
9.203886051402915269e-01,1.060368927838703623e+00
9.857596685631779820e-01,-9.293057635200926425e-01
-1.005142738707700323e+00,1.043369173083634305e+00
9.104014358572993793e-01,-9.131903525770654895e-01
1.093092472747149158e+00,9.820548617482562914e-01
9.002749439049199109e-01,-9.341954640741918503e-01
-1.045860770762836456e+00,9.498346821329819445e-01
9.916519714447925571e-01,-1.001010786982394762e+00
-1.027732387626724808e+00,9.772323512243564769e-01
1.004063085718274406e+00,1.016702277511331243e+00
1.000151010191136391e+00,-9.000870445454116631e-01
9.837713956575736551e-01,9.314329029813247507e-01
9.683659203143967220e-01,1.041685908295063578e+00
-9.616253617117650476e-01,1.073336105772626503e+00
9.765816710750938601e-01,-9.641816719038815986e-01
-1.022005165424383799e+00,-1.073323400853317455e+00
1.018645935869322949e+00,-1.015588351414763224e+00
9.119257892500801654e-01,-9.892781262119061392e-01
-1.067591817393636289e+00,-1.096607184808408242e+00
1.021055836176143927e+00,-9.339334992032088945e-01
-9.042036720605326483e-01,9.398985378093021037e-01
1.021631652696035619e+00,9.076548669802602110e-01
-9.022128650932557115e-01,9.638696066727665546e-01
9.367748437634592085e-01,-1.051404886532393279e+00
-9.941175201492735702e-01,1.053125827348752708e+00
1.090168071369909342e+00,9.373147078350245742e-01
-1.096409792789648563e+00,-1.031570937945506250e+00
9.242585026356084921e-01,-1.088008304269726612e+00
-9.890488005039187458e-01,1.025428842543353536e+00
-9.943307027686809629e-01,-9.599671378708453107e-01
9.818484512563998567e-01,-9.627533377726752439e-01
-1.071100487726245332e+00,-9.702533117546655594e-01
-1.059568759550759021e+00,9.219072671718306911e-01
1.079760139464678304e+00,-9.405280446154564711e-01
-9.424242654749928061e-01,1.085737915030205114e+00
